Geom. emittance [m]	5.053054316048623E-10
Setup N Sigma	4.5
RMS Momentum Deviation	3.06E-4
Number	Status	Collimator Name	Angle (deg)	JAW L Calib (mm)	JAW R Calib (mm)	LVDT gap	Gap Offset (mm)	Half Gap Meas (mm)	Eff sigma in coll plane	JAW L Setting (mm)	JAW R Setting (mm)	Target HALF GAP sigma	Pos (m)	Angle (rad)	Betax (m)	Betay (m)	halfgap (m)	sig_coll (m)	sigx (m)	sigy (m)	nsig	tilt1 (rad)	tilt2 (rad)	Ratio beam size (meas/exp)	Dx (m)	sigx (m) (with Dx)	sig_coll (m) (with Dx)	Coll setup time (sec)	Comments
3	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
4	False	TCLA.A5R3.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	0.2982288803250349	0.0	0.0	0.0	6755.22	1.571	142.5344065	176.0132787	0.002982288803250349	2.982288803250349E-4	2.6837177533232774E-4	2.982288815015917E-4	10.0	0.0	0.0	100%	-1.920198	6.459677679183778E-4	2.9822890433673765E-4	0.0	
5	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
6	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
7	False	TCLIB.6R2.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	0.13933631353412598	0.0	0.0	0.0	3560.09	1.571	257.7790506	38.42152183	9.474869320320567E-4	1.3933631353412598E-4	3.6091156038858693E-4	1.393362970342753E-4	6.8	0.0	0.0	100%	-0.213342	3.6676829071537485E-4	1.3933631416853458E-4	0.0	
8	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
9	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
10	False	TCLIA.4R2	90.01166962	0.0	0.0	0.0	0.0	0.0	0.25467364202277004	0.0	0.0	0.0	3408.18	1.571	52.28968342	128.3553698	0.001731780765754836	2.5467364202277004E-4	1.6254925730074782E-4	2.5467364515314637E-4	6.8	0.0	0.0	100%	0.033416	1.6287055512680104E-4	2.5467364203128547E-4	0.0	
11	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
12	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
13	False	TCTPV.4L2.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	0.15327441897088823	5.6711535019228645	-5.6711535019228645	37.0	3258.95	1.571	48.29409414	46.49276656	0.003831860474272206	1.5327441897088824E-4	1.562154540478584E-4	1.5327441884771545E-4	25.0	0.0	0.0	100%	-0.035391	1.5659038704806842E-4	1.5327441898675895E-4	0.0	
14	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
15	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
16	False	TDI.4L2	90.01166962	0.0	0.0	0.0	0.0	0.0	0.14987345146736045	0.0	0.0	0.0	3251.6	1.571	108.9544657	44.45242164	0.0010191394699780511	1.4987345146736045E-4	2.3463862281349946E-4	1.4987344695669585E-4	6.8	0.0	0.0	100%	-0.046423	2.350682406974356E-4	1.4987345149528733E-4	0.0	
17	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
18	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
19	False	TCTPV.4L1.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	0.6625370525785814	9.076757620326566	-9.076757620326566	13.7	26513.04	1.571	2161.645452	868.6930547	0.00993805578867872	6.625370525785814E-4	0.0010451273549666317	6.625370321252464E-4	15.0	0.0	0.0	100%	0.079523	0.001045410605219276	6.625370525971191E-4	0.0	
20	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
21	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
22	False	TCTPV.4L8.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	0.39122084806234647	14.47517137830682	-14.47517137830682	37.0	23241.89	1.571	251.6969806	302.8935441	0.009780521201558662	3.912208480623465E-4	3.5662845009298356E-4	3.9122084943389314E-4	25.0	0.0	0.0	100%	0.010222	3.5664216712879074E-4	3.912208480628652E-4	0.0	
23	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
24	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
25	False	TCLA.C6R7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	0.27703947622633907	0.0	0.0	0.0	20212.51	1.571	68.61762198	151.8900616	0.0027703947622633902	2.7703947622633905E-4	1.862064904623445E-4	2.7703947937663526E-4	10.0	0.0	0.0	100%	-0.022264	1.8633107930813328E-4	2.77039476229814E-4	0.0	
26	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
27	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
28	False	TCLA.A6R7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	0.15598981432387266	0.0	0.0	0.0	20148.09	1.571	297.0811708	48.15467128	0.0015598981432387265	1.5598981432387264E-4	3.8744900210578917E-4	1.5598979759885154E-4	10.0	0.0	0.0	100%	-0.267212	3.959830180568811E-4	1.559898152128615E-4	0.0	
29	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
30	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
31	False	TCSG.D4L7.B1	90.00021046	0.0	0.0	0.0	0.0	0.0	0.18653669047381866	0.0	0.0	0.0	19917.24	1.5708	332.9597164	68.86119704	0.001249795826174585	1.8653669047381867E-4	4.1017844068470317E-4	1.8653669046899237E-4	6.7	0.0	0.0	100%	-0.22108	4.15719786210333E-4	1.8653669047398417E-4	0.0	
32	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0		0.338947	0.001076507	7.55702E-4	0.0	
33	False	TCP.D6L7.B1	90.01166962	0.0	0.0	0.0	0.0	0.0	0.1988640215099587	0.0	0.0	0.0	19789.18	1.571	158.8711347	78.26335299	0.0011335249226067645	1.9886402150995868E-4	2.8333451482150514E-4	1.9886401726168472E-4	5.7	0.0	0.0	100%	0.338947	0.001076507	7.55702E-4	0.0	
Skew
0	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
1	False	TCSG.E5R7.B1	130.4968674	0.0	0.0	0.0	0.0	0.0	0.30202703517951607	0.0	0.0	0.0	20106.42	2.2776	241.4148962	136.1186956	0.0020235811357027576	3.0202703517951605E-4	3.4926817536126025E-4	2.6226230424834004E-4	6.7	0.0	0.0	100%	-0.28011	3.5963188099886204E-4	3.0711349722093215E-4	0.0	
2	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
3	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
4	False	TCSG.D5R7.B1	51.4000438	0.0	0.0	0.0	0.0	0.0	0.30166508826481675	0.0	0.0	0.0	20102.42	0.8971	213.890816	158.5543918	0.0020211560913742724	3.0166508826481674E-4	3.287555187296423E-4	2.8305193053810006E-4	6.7	0.0	0.0	100%	-0.268425	3.388611077609803E-4	3.059865911538979E-4	0.0	
5	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
6	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
7	False	TCSG.B5R7.B1	141.4976571	0.0	0.0	0.0	0.0	0.0	0.30018932865088077	0.0	0.0	0.0	20086.42	2.4696	121.8568781	267.582626	0.0020112685019609013	3.001893286508808E-4	2.4814298777588216E-4	3.6771042182795477E-4	6.7	0.0	0.0	100%	-0.221685	2.5724815328086165E-4	3.048472731332115E-4	0.0	
8	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
9	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
10	False	TCSG.A4R7.B1	46.30014647	0.0	0.0	0.0	0.0	0.0	0.2621677715702158	0.0	0.0	0.0	19995.16	0.80809	118.2810676	152.2203423	0.001756524069520446	2.621677715702158E-4	2.4447508239962187E-4	2.7734052312084037E-4	6.7	0.0	0.0	100%	-0.209624	2.5275015282896475E-4	2.658869913722012E-4	0.0	
11	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
12	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
13	False	TCSG.A4L7.B1	134.5992452	0.0	0.0	0.0	0.0	0.0	0.26125157832752804	0.0	0.0	0.0	19991.16	2.3492	128.6710815	141.2954199	0.001750385574794438	2.6125157832752806E-4	2.5498665920479434E-4	2.6720281274035973E-4	6.7	0.0	0.0	100%	-0.212128	2.631190911042871E-4	2.651973736721699E-4	0.0	
14	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
15	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
16	False	TCSG.A5L7.B1	40.70005698	0.0	0.0	0.0	0.0	0.0	0.29219184612790255	0.0	0.0	0.0	19895.91	0.71035	185.9949929	145.9331091	0.001957685369056947	2.921918461279026E-4	3.06568557036885E-4	2.715525596992504E-4	6.7	0.0	0.0	100%	-0.138642	3.094900875491461E-4	2.939567309058948E-4	0.0	
17	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
18	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
19	False	TCSG.B5L7.B1	143.5030094	0.0	0.0	0.0	0.0	0.0	0.2863896294513113	0.0	0.0	0.0	19891.91	2.5046	160.0156952	166.5173037	0.0019188105173237858	2.863896294513113E-4	2.8435330124088255E-4	2.9007257370493756E-4	6.7	0.0	0.0	100%	-0.121556	2.867757877853683E-4	2.8794638636864863E-4	0.0	
20	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
21	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
22	False	TCSG.A6L7.B1	141.1023162	0.0	0.0	0.0	0.0	0.0	0.23961709908172368	0.0	0.0	0.0	19832.68	2.4627	39.87234523	226.925451	0.0016054345638475487	2.396170990817237E-4	1.4194263846900698E-4	3.3862466383842015E-4	6.7	0.0	0.0	100%	0.13253	1.4762233615214069E-4	2.4168681527980904E-4	0.0	
23	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	n/a	n/a	n/a	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0		0.31958	0.001019405	8.8483E-4	0.0	
24	False	TCP.B6L7.B1	126.9101516	0.0	0.0	0.0	0.0	0.0	0.2328679756805786	0.0	0.0	0.0	19793.18	2.215	142.4629965	87.48828948	0.001327347461379298	2.328679756805786E-4	2.683045395332597E-4	2.1025771775623966E-4	5.7	0.0	0.0	100%	0.31958	0.001019405	8.8483E-4	0.0	
